Product_id,Product_name,Product_category,Remaining_Stocks,Reorder_quantity,Stock_status
2342,Product_1342,Toys,1709,133,Medium
2343,Product_1343,Electronics,1198,270,Medium
2344,Product_1344,Toys,2502,181,Full
2345,Product_1345,Electronics,3441,251,Full
2346,Product_1346,Appliances,2699,117,Full
2347,Product_1347,Appliances,2853,45,Full
2348,Product_1348,Toys,4724,95,Full
2349,Product_1349,Household,1803,120,Medium
2350,Product_1350,Household,4607,117,Full
2351,Product_1351,Clothing,2446,215,Full
2352,Product_1352,Household,4290,104,Full
2353,Product_1353,Clothing,327,183,Low
2354,Product_1354,Clothing,25,166,Low
2355,Product_1355,Toys,2000,214,Full
2356,Product_1356,Electronics,3544,213,Full
2357,Product_1357,Household,3348,35,Full
2358,Product_1358,Clothing,1251,275,Medium
2359,Product_1359,Electronics,70,141,Low
2360,Product_1360,Clothing,2665,31,Full
2361,Product_1361,Appliances,3346,61,Full
2362,Product_1362,Appliances,1365,27,Medium
2363,Product_1363,Toys,4936,293,Full
2364,Product_1364,Toys,2418,246,Full
2365,Product_1365,Toys,4735,101,Full
2366,Product_1366,Clothing,1431,114,Medium
2367,Product_1367,Household,920,66,Medium
2368,Product_1368,Toys,389,163,Low
2369,Product_1369,Household,3882,206,Full
2370,Product_1370,Electronics,2030,250,Full
2371,Product_1371,Toys,3619,206,Full
2372,Product_1372,Clothing,4872,66,Full
2373,Product_1373,Toys,2552,206,Full
2374,Product_1374,Clothing,1848,182,Medium
2375,Product_1375,Toys,4256,102,Full
2376,Product_1376,Toys,3012,223,Full
2377,Product_1377,Appliances,4914,269,Full
2378,Product_1378,Appliances,2399,60,Full
2379,Product_1379,Clothing,1915,129,Medium
2380,Product_1380,Household,821,162,Medium
2381,Product_1381,Electronics,2618,295,Full
2382,Product_1382,Appliances,4723,34,Full
2383,Product_1383,Toys,2573,242,Full
2384,Product_1384,Clothing,4693,104,Full
2385,Product_1385,Household,2642,287,Full
2386,Product_1386,Appliances,3700,198,Full
2387,Product_1387,Clothing,4144,212,Full
2388,Product_1388,Household,412,16,Low
2389,Product_1389,Household,319,284,Low
2390,Product_1390,Clothing,1517,75,Medium
2391,Product_1391,Electronics,3135,121,Full
2392,Product_1392,Household,1957,290,Medium
2393,Product_1393,Appliances,4252,78,Full
2394,Product_1394,Toys,3398,95,Full
2395,Product_1395,Clothing,3192,22,Full
2396,Product_1396,Electronics,2477,246,Full
2397,Product_1397,Household,4975,121,Full
2398,Product_1398,Toys,1689,55,Medium
2399,Product_1399,Toys,4711,288,Full
2400,Product_1400,Electronics,3725,73,Full
2401,Product_1401,Appliances,2053,21,Full
2402,Product_1402,Appliances,1868,270,Medium
2403,Product_1403,Clothing,3674,69,Full
2404,Product_1404,Appliances,612,168,Medium
2405,Product_1405,Clothing,1674,86,Medium
2406,Product_1406,Appliances,4935,176,Full
2407,Product_1407,Clothing,2585,77,Full
2408,Product_1408,Household,3043,207,Full
2409,Product_1409,Clothing,3064,100,Full
2410,Product_1410,Electronics,4074,187,Full
2411,Product_1411,Toys,4847,76,Full
2412,Product_1412,Electronics,4989,176,Full
2413,Product_1413,Clothing,1346,62,Medium
2414,Product_1414,Household,2897,149,Full
2415,Product_1415,Clothing,122,131,Low
2416,Product_1416,Household,1009,215,Medium
2417,Product_1417,Toys,146,128,Low
2418,Product_1418,Electronics,4305,193,Full
2419,Product_1419,Clothing,2999,39,Full
2420,Product_1420,Electronics,2539,51,Full
2421,Product_1421,Household,935,209,Medium
2422,Product_1422,Toys,4143,266,Full
2423,Product_1423,Electronics,2928,87,Full
2424,Product_1424,Clothing,224,101,Low
2425,Product_1425,Toys,3200,267,Full
2426,Product_1426,Electronics,4543,12,Full
2427,Product_1427,Household,1337,93,Medium
2428,Product_1428,Clothing,4790,71,Full
2429,Product_1429,Appliances,1531,41,Medium
2430,Product_1430,Household,2913,40,Full
2431,Product_1431,Clothing,2101,235,Full
2432,Product_1432,Toys,2361,190,Full
2433,Product_1433,Household,424,59,Low
2434,Product_1434,Toys,1526,170,Medium
2435,Product_1435,Clothing,3384,212,Full
2436,Product_1436,Clothing,2606,254,Full
2437,Product_1437,Electronics,3619,79,Full
2438,Product_1438,Appliances,2370,234,Full
2439,Product_1439,Electronics,702,213,Medium
2440,Product_1440,Electronics,865,130,Medium
2441,Product_1441,Toys,105,194,Low
2442,Product_1442,Appliances,3795,207,Full
2443,Product_1443,Household,2086,77,Full
2444,Product_1444,Household,1975,270,Medium
2445,Product_1445,Appliances,126,64,Low
2446,Product_1446,Appliances,237,197,Low
2447,Product_1447,Electronics,2850,103,Full
2448,Product_1448,Toys,3703,166,Full
2449,Product_1449,Electronics,427,98,Low
2450,Product_1450,Household,2085,133,Full
2451,Product_1451,Toys,1070,96,Medium
2452,Product_1452,Electronics,2263,276,Full
2453,Product_1453,Appliances,970,97,Medium
2454,Product_1454,Toys,4296,212,Full
2455,Product_1455,Electronics,423,282,Low
2456,Product_1456,Toys,4535,33,Full
2457,Product_1457,Clothing,1853,254,Medium
2458,Product_1458,Toys,958,154,Medium
2459,Product_1459,Clothing,4841,161,Full
2460,Product_1460,Electronics,666,49,Medium
2461,Product_1461,Clothing,51,233,Low
2462,Product_1462,Household,2732,36,Full
2463,Product_1463,Household,2414,297,Full
2464,Product_1464,Household,27,154,Low
2465,Product_1465,Toys,3222,227,Full
2466,Product_1466,Toys,4163,105,Full
2467,Product_1467,Appliances,3206,218,Full
2468,Product_1468,Household,2722,177,Full
2469,Product_1469,Appliances,4832,53,Full
2470,Product_1470,Toys,3862,83,Full
2471,Product_1471,Household,4252,149,Full
2472,Product_1472,Household,3926,90,Full
2473,Product_1473,Toys,155,31,Low
2474,Product_1474,Electronics,3335,26,Full
2475,Product_1475,Electronics,3776,198,Full
2476,Product_1476,Electronics,3223,67,Full
2477,Product_1477,Appliances,203,256,Low
2478,Product_1478,Household,927,79,Medium
2479,Product_1479,Electronics,1990,299,Medium
2480,Product_1480,Electronics,4276,265,Full
2481,Product_1481,Clothing,2925,73,Full
2482,Product_1482,Electronics,3913,164,Full
2483,Product_1483,Toys,922,282,Medium
2484,Product_1484,Appliances,365,207,Low
2485,Product_1485,Electronics,1223,158,Medium
2486,Product_1486,Household,457,245,Low
2487,Product_1487,Clothing,3307,233,Full
2488,Product_1488,Household,2422,16,Full
2489,Product_1489,Toys,2710,114,Full
2490,Product_1490,Clothing,1986,100,Medium
2491,Product_1491,Electronics,4099,49,Full
2492,Product_1492,Household,4664,158,Full
2493,Product_1493,Toys,4842,186,Full
2494,Product_1494,Household,3376,205,Full
2495,Product_1495,Clothing,4026,173,Full
2496,Product_1496,Appliances,3902,264,Full
2497,Product_1497,Toys,1100,35,Medium
2498,Product_1498,Household,3549,21,Full
2499,Product_1499,Appliances,1211,215,Medium
2500,Product_1500,Household,1092,281,Medium
2501,Product_1501,Electronics,2691,51,Full
2502,Product_1502,Clothing,2715,69,Full
2503,Product_1503,Toys,4134,69,Full
2504,Product_1504,Household,4317,136,Full
2505,Product_1505,Clothing,3412,206,Full
2506,Product_1506,Clothing,2357,118,Full
2507,Product_1507,Appliances,2547,265,Full
2508,Product_1508,Household,758,173,Medium
2509,Product_1509,Toys,2760,289,Full
2510,Product_1510,Household,3082,163,Full
2511,Product_1511,Clothing,3771,261,Full
2512,Product_1512,Toys,2407,24,Full
2513,Product_1513,Clothing,4691,215,Full
2514,Product_1514,Clothing,1559,103,Medium
2515,Product_1515,Clothing,58,104,Low
2516,Product_1516,Household,2091,104,Full
2517,Product_1517,Appliances,4802,39,Full
2518,Product_1518,Clothing,4525,153,Full
2519,Product_1519,Electronics,2271,196,Full
2520,Product_1520,Clothing,4558,146,Full
2521,Product_1521,Appliances,1005,127,Medium
2522,Product_1522,Clothing,248,277,Low
2523,Product_1523,Electronics,3504,94,Full
2524,Product_1524,Appliances,1037,151,Medium
2525,Product_1525,Toys,4943,50,Full
2526,Product_1526,Appliances,2491,70,Full
2527,Product_1527,Household,2468,222,Full
2528,Product_1528,Household,1260,116,Medium
2529,Product_1529,Toys,190,227,Low
2530,Product_1530,Appliances,3654,206,Full
2531,Product_1531,Electronics,1743,30,Medium
2532,Product_1532,Clothing,331,144,Low
2533,Product_1533,Clothing,1911,256,Medium
2534,Product_1534,Clothing,3106,161,Full
2535,Product_1535,Household,1784,96,Medium
2536,Product_1536,Clothing,805,230,Medium
2537,Product_1537,Household,972,216,Medium
2538,Product_1538,Household,2698,23,Full
2539,Product_1539,Toys,3411,137,Full
2540,Product_1540,Electronics,1446,145,Medium
2541,Product_1541,Household,910,28,Medium
2542,Product_1542,Household,600,217,Medium
2543,Product_1543,Household,1576,213,Medium
2544,Product_1544,Clothing,2175,49,Full
2545,Product_1545,Toys,286,93,Low
2546,Product_1546,Household,3479,137,Full
2547,Product_1547,Appliances,270,146,Low
2548,Product_1548,Appliances,2528,152,Full
2549,Product_1549,Household,551,65,Medium
2550,Product_1550,Household,1506,252,Medium
2551,Product_1551,Household,3461,185,Full
2552,Product_1552,Electronics,3884,221,Full
2553,Product_1553,Toys,1645,39,Medium
2554,Product_1554,Electronics,4352,297,Full
2555,Product_1555,Appliances,3410,38,Full
2556,Product_1556,Appliances,931,104,Medium
2557,Product_1557,Clothing,4308,85,Full
2558,Product_1558,Appliances,378,240,Low
2559,Product_1559,Appliances,4002,79,Full
2560,Product_1560,Electronics,3059,21,Full
2561,Product_1561,Household,2231,216,Full
2562,Product_1562,Clothing,1103,24,Medium
2563,Product_1563,Clothing,3598,200,Full
2564,Product_1564,Household,994,157,Medium
2565,Product_1565,Clothing,4336,201,Full
2566,Product_1566,Household,3710,271,Full
2567,Product_1567,Electronics,1578,156,Medium
2568,Product_1568,Appliances,2523,201,Full
2569,Product_1569,Appliances,1721,152,Medium
2570,Product_1570,Household,4511,137,Full
2571,Product_1571,Household,3403,36,Full
2572,Product_1572,Electronics,3239,155,Full
2573,Product_1573,Appliances,429,171,Low
2574,Product_1574,Clothing,4115,56,Full
2575,Product_1575,Electronics,1314,60,Medium
2576,Product_1576,Clothing,64,292,Low
2577,Product_1577,Clothing,1704,28,Medium
2578,Product_1578,Clothing,2819,284,Full
2579,Product_1579,Electronics,4855,185,Full
2580,Product_1580,Clothing,189,247,Low
2581,Product_1581,Household,4265,243,Full
2582,Product_1582,Appliances,2521,156,Full
2583,Product_1583,Appliances,1400,197,Medium
2584,Product_1584,Household,1658,222,Medium
2585,Product_1585,Toys,254,134,Low
2586,Product_1586,Household,3123,58,Full
2587,Product_1587,Electronics,3601,198,Full
2588,Product_1588,Electronics,1814,260,Medium
2589,Product_1589,Appliances,222,137,Low
2590,Product_1590,Electronics,3659,223,Full
2591,Product_1591,Clothing,2271,239,Full
2592,Product_1592,Appliances,3901,283,Full
2593,Product_1593,Household,3778,131,Full
2594,Product_1594,Appliances,608,290,Medium
2595,Product_1595,Household,914,68,Medium
2596,Product_1596,Electronics,1230,83,Medium
2597,Product_1597,Clothing,4620,216,Full
2598,Product_1598,Electronics,76,288,Low
2599,Product_1599,Clothing,497,279,Low
2600,Product_1600,Electronics,1562,208,Medium
2601,Product_1601,Electronics,2337,94,Full
2602,Product_1602,Toys,1001,125,Medium
2603,Product_1603,Appliances,3261,148,Full
2604,Product_1604,Toys,237,82,Low
2605,Product_1605,Household,248,81,Low
2606,Product_1606,Clothing,4508,167,Full
2607,Product_1607,Toys,4677,231,Full
2608,Product_1608,Household,1933,209,Medium
2609,Product_1609,Clothing,78,145,Low
2610,Product_1610,Household,69,292,Low
2611,Product_1611,Toys,1784,240,Medium
2612,Product_1612,Toys,2636,245,Full
2613,Product_1613,Electronics,3816,149,Full
2614,Product_1614,Household,538,47,Medium
2615,Product_1615,Toys,706,229,Medium
2616,Product_1616,Household,3888,97,Full
2617,Product_1617,Electronics,2826,265,Full
2618,Product_1618,Toys,2086,160,Full
2619,Product_1619,Toys,236,91,Low
2620,Product_1620,Household,2983,124,Full
2621,Product_1621,Toys,4949,191,Full
2622,Product_1622,Household,1221,29,Medium
2623,Product_1623,Clothing,945,276,Medium
2624,Product_1624,Electronics,1307,241,Medium
2625,Product_1625,Toys,1385,92,Medium
2626,Product_1626,Household,1883,245,Medium
2627,Product_1627,Household,3945,117,Full
2628,Product_1628,Appliances,4369,69,Full
2629,Product_1629,Toys,3044,271,Full
2630,Product_1630,Toys,3342,226,Full
2631,Product_1631,Electronics,2840,35,Full
2632,Product_1632,Toys,2838,64,Full
2633,Product_1633,Household,2553,247,Full
2634,Product_1634,Electronics,3468,60,Full
2635,Product_1635,Household,4437,25,Full
2636,Product_1636,Electronics,2024,26,Full
2637,Product_1637,Electronics,914,38,Medium
2638,Product_1638,Clothing,60,211,Low
2639,Product_1639,Household,1135,134,Medium
2640,Product_1640,Appliances,3306,193,Full
2641,Product_1641,Clothing,50,232,Low
2642,Product_1642,Appliances,4047,135,Full
2643,Product_1643,Clothing,2338,216,Full
2644,Product_1644,Clothing,3505,280,Full
2645,Product_1645,Toys,4521,69,Full
2646,Product_1646,Electronics,310,269,Low
2647,Product_1647,Clothing,3282,163,Full
2648,Product_1648,Clothing,1311,264,Medium
2649,Product_1649,Appliances,1376,90,Medium
2650,Product_1650,Clothing,3127,183,Full
2651,Product_1651,Household,1906,69,Medium
2652,Product_1652,Appliances,1644,114,Medium
2653,Product_1653,Clothing,1295,203,Medium
2654,Product_1654,Household,1567,167,Medium
2655,Product_1655,Appliances,1040,228,Medium
2656,Product_1656,Electronics,3411,110,Full
2657,Product_1657,Household,444,107,Low
2658,Product_1658,Toys,2770,16,Full
2659,Product_1659,Clothing,3773,11,Full
2660,Product_1660,Electronics,2140,144,Full
2661,Product_1661,Clothing,4505,30,Full
2662,Product_1662,Household,489,143,Low
2663,Product_1663,Clothing,2562,58,Full
2664,Product_1664,Electronics,615,170,Medium
2665,Product_1665,Toys,527,270,Medium
2666,Product_1666,Toys,3210,165,Full
2667,Product_1667,Household,3340,191,Full
2668,Product_1668,Appliances,2673,245,Full
2669,Product_1669,Appliances,2505,38,Full
2670,Product_1670,Household,4027,280,Full
2671,Product_1671,Household,2417,73,Full
2672,Product_1672,Clothing,3018,196,Full
2673,Product_1673,Electronics,2167,121,Full
2674,Product_1674,Clothing,843,177,Medium
2675,Product_1675,Clothing,2779,278,Full
2676,Product_1676,Household,3949,170,Full
2677,Product_1677,Appliances,136,255,Low
2678,Product_1678,Toys,609,257,Medium
2679,Product_1679,Household,2322,295,Full
2680,Product_1680,Clothing,2406,35,Full
2681,Product_1681,Electronics,2219,299,Full
2682,Product_1682,Toys,2109,257,Full
2683,Product_1683,Toys,2697,74,Full
2684,Product_1684,Household,550,214,Medium
2685,Product_1685,Toys,1334,93,Medium
2686,Product_1686,Electronics,4643,137,Full
2687,Product_1687,Clothing,568,238,Medium
2688,Product_1688,Electronics,1903,40,Medium
2689,Product_1689,Electronics,2079,188,Full
2690,Product_1690,Appliances,3316,223,Full
2691,Product_1691,Toys,4573,168,Full
2692,Product_1692,Clothing,4533,54,Full
2693,Product_1693,Electronics,2315,276,Full
2694,Product_1694,Toys,3159,131,Full
2695,Product_1695,Household,2068,55,Full
2696,Product_1696,Clothing,3802,141,Full
2697,Product_1697,Appliances,232,71,Low
2698,Product_1698,Electronics,126,85,Low
2699,Product_1699,Electronics,3054,212,Full
2700,Product_1700,Electronics,4605,49,Full
2701,Product_1701,Electronics,4528,132,Full
2702,Product_1702,Toys,3845,216,Full
2703,Product_1703,Electronics,3956,273,Full
2704,Product_1704,Toys,3209,152,Full
2705,Product_1705,Appliances,4586,232,Full
2706,Product_1706,Electronics,4892,77,Full
2707,Product_1707,Appliances,1850,238,Medium
2708,Product_1708,Toys,4487,270,Full
2709,Product_1709,Appliances,3168,24,Full
2710,Product_1710,Electronics,307,224,Low
2711,Product_1711,Appliances,3325,143,Full
2712,Product_1712,Household,2349,59,Full
2713,Product_1713,Electronics,3199,235,Full
2714,Product_1714,Toys,3651,291,Full
2715,Product_1715,Electronics,2380,48,Full
2716,Product_1716,Electronics,2744,242,Full
2717,Product_1717,Appliances,673,177,Medium
2718,Product_1718,Electronics,4232,286,Full
2719,Product_1719,Household,1468,290,Medium
2720,Product_1720,Appliances,4677,148,Full
2721,Product_1721,Toys,1464,23,Medium
2722,Product_1722,Electronics,2533,118,Full
2723,Product_1723,Toys,705,175,Medium
2724,Product_1724,Toys,3989,170,Full
2725,Product_1725,Appliances,373,109,Low
2726,Product_1726,Toys,4498,37,Full
2727,Product_1727,Clothing,1516,91,Medium
2728,Product_1728,Electronics,2284,224,Full
2729,Product_1729,Toys,642,187,Medium
2730,Product_1730,Clothing,1947,13,Medium
2731,Product_1731,Clothing,3674,115,Full
2732,Product_1732,Household,1134,269,Medium
2733,Product_1733,Toys,4462,252,Full
2734,Product_1734,Clothing,3246,24,Full
2735,Product_1735,Electronics,1664,215,Medium
2736,Product_1736,Electronics,1519,91,Medium
2737,Product_1737,Appliances,1740,125,Medium
2738,Product_1738,Household,1812,129,Medium
2739,Product_1739,Electronics,1542,147,Medium
2740,Product_1740,Toys,547,214,Medium
2741,Product_1741,Clothing,3454,96,Full
2742,Product_1742,Toys,3228,161,Full
2743,Product_1743,Household,2709,257,Full
2744,Product_1744,Electronics,4737,197,Full
2745,Product_1745,Appliances,17,178,Low
2746,Product_1746,Household,2853,51,Full
2747,Product_1747,Appliances,4273,181,Full
2748,Product_1748,Appliances,2128,163,Full
2749,Product_1749,Electronics,1413,68,Medium
2750,Product_1750,Toys,2717,33,Full
2751,Product_1751,Household,848,53,Medium
2752,Product_1752,Clothing,3639,273,Full
2753,Product_1753,Appliances,2376,86,Full
2754,Product_1754,Household,817,117,Medium
2755,Product_1755,Household,4250,129,Full
2756,Product_1756,Toys,101,50,Low
2757,Product_1757,Clothing,3886,174,Full
2758,Product_1758,Toys,2236,209,Full
2759,Product_1759,Household,333,201,Low
2760,Product_1760,Household,2852,158,Full
2761,Product_1761,Toys,504,211,Medium
2762,Product_1762,Clothing,2380,43,Full
2763,Product_1763,Electronics,3199,237,Full
2764,Product_1764,Clothing,1091,170,Medium
2765,Product_1765,Toys,598,199,Medium
2766,Product_1766,Clothing,4560,131,Full
2767,Product_1767,Household,1428,15,Medium
2768,Product_1768,Appliances,1465,23,Medium
2769,Product_1769,Household,1319,193,Medium
2770,Product_1770,Household,2981,240,Full
2771,Product_1771,Appliances,550,25,Medium
2772,Product_1772,Clothing,927,270,Medium
2773,Product_1773,Toys,1562,68,Medium
2774,Product_1774,Household,3581,153,Full
2775,Product_1775,Clothing,2697,65,Full
2776,Product_1776,Appliances,2426,182,Full
2777,Product_1777,Clothing,4038,197,Full
2778,Product_1778,Appliances,1180,274,Medium
2779,Product_1779,Clothing,2984,174,Full
2780,Product_1780,Clothing,3119,197,Full
2781,Product_1781,Appliances,2200,45,Full
2782,Product_1782,Clothing,441,182,Low
2783,Product_1783,Toys,844,100,Medium
2784,Product_1784,Household,1667,169,Medium
2785,Product_1785,Household,941,101,Medium
2786,Product_1786,Appliances,536,247,Medium
2787,Product_1787,Electronics,803,80,Medium
2788,Product_1788,Electronics,3092,239,Full
2789,Product_1789,Clothing,308,260,Low
2790,Product_1790,Household,4525,11,Full
2791,Product_1791,Toys,3966,139,Full
2792,Product_1792,Toys,4746,146,Full
2793,Product_1793,Appliances,3937,149,Full
2794,Product_1794,Electronics,435,66,Low
2795,Product_1795,Toys,4964,114,Full
2796,Product_1796,Clothing,1861,257,Medium
2797,Product_1797,Electronics,1085,128,Medium
2798,Product_1798,Clothing,2860,38,Full
2799,Product_1799,Household,3627,94,Full
2800,Product_1800,Household,2857,197,Full
2801,Product_1801,Household,1443,196,Medium
2802,Product_1802,Appliances,1653,66,Medium
2803,Product_1803,Electronics,4128,161,Full
2804,Product_1804,Household,4524,82,Full
2805,Product_1805,Clothing,3139,76,Full
2806,Product_1806,Appliances,820,246,Medium
2807,Product_1807,Appliances,4382,64,Full
2808,Product_1808,Clothing,1469,42,Medium
2809,Product_1809,Appliances,3221,53,Full
2810,Product_1810,Electronics,3754,26,Full
2811,Product_1811,Household,3383,223,Full
2812,Product_1812,Household,2786,116,Full
2813,Product_1813,Electronics,3707,210,Full
2814,Product_1814,Appliances,2806,293,Full
2815,Product_1815,Appliances,4583,248,Full
2816,Product_1816,Clothing,4017,203,Full
2817,Product_1817,Toys,1075,155,Medium
2818,Product_1818,Toys,4989,57,Full
2819,Product_1819,Appliances,1629,281,Medium
2820,Product_1820,Electronics,4408,217,Full
2821,Product_1821,Electronics,3177,201,Full
2822,Product_1822,Toys,1427,201,Medium
2823,Product_1823,Toys,4740,192,Full
2824,Product_1824,Toys,2695,169,Full
2825,Product_1825,Toys,528,299,Medium
2826,Product_1826,Toys,2810,27,Full
2827,Product_1827,Clothing,142,84,Low
2828,Product_1828,Toys,4757,194,Full
2829,Product_1829,Clothing,566,292,Medium
2830,Product_1830,Clothing,4737,267,Full
2831,Product_1831,Clothing,4349,26,Full
2832,Product_1832,Appliances,3585,170,Full
2833,Product_1833,Clothing,3306,248,Full
2834,Product_1834,Clothing,1827,14,Medium
2835,Product_1835,Clothing,519,209,Medium
2836,Product_1836,Toys,1172,197,Medium
2837,Product_1837,Household,3796,103,Full
2838,Product_1838,Clothing,4882,287,Full
2839,Product_1839,Clothing,2419,34,Full
2840,Product_1840,Toys,4281,220,Full
2841,Product_1841,Household,1478,279,Medium
2842,Product_1842,Toys,2092,152,Full
2843,Product_1843,Clothing,3152,79,Full
2844,Product_1844,Household,4878,231,Full
2845,Product_1845,Appliances,912,64,Medium
2846,Product_1846,Household,4885,212,Full
2847,Product_1847,Appliances,4058,269,Full
2848,Product_1848,Clothing,2262,194,Full
2849,Product_1849,Electronics,758,205,Medium
2850,Product_1850,Electronics,3343,93,Full
2851,Product_1851,Clothing,1514,108,Medium
2852,Product_1852,Toys,1073,272,Medium
2853,Product_1853,Appliances,1851,95,Medium
2854,Product_1854,Electronics,3560,33,Full
2855,Product_1855,Household,3128,194,Full
2856,Product_1856,Toys,647,22,Medium
2857,Product_1857,Household,166,216,Low
2858,Product_1858,Toys,1747,31,Medium
2859,Product_1859,Toys,4625,164,Full
2860,Product_1860,Electronics,1630,252,Medium
2861,Product_1861,Clothing,184,299,Low
2862,Product_1862,Toys,3353,165,Full
2863,Product_1863,Toys,461,298,Low
2864,Product_1864,Electronics,3327,44,Full
2865,Product_1865,Appliances,433,168,Low
2866,Product_1866,Electronics,2876,25,Full
2867,Product_1867,Clothing,4754,36,Full
2868,Product_1868,Appliances,1115,190,Medium
2869,Product_1869,Appliances,4040,217,Full
2870,Product_1870,Toys,4685,275,Full
2871,Product_1871,Electronics,3375,103,Full
2872,Product_1872,Appliances,232,276,Low
2873,Product_1873,Household,335,281,Low
2874,Product_1874,Appliances,3608,293,Full
2875,Product_1875,Appliances,1504,27,Medium
2876,Product_1876,Toys,3531,293,Full
2877,Product_1877,Clothing,4485,73,Full
2878,Product_1878,Household,957,117,Medium
2879,Product_1879,Toys,332,154,Low
2880,Product_1880,Toys,1587,259,Medium
2881,Product_1881,Electronics,1586,176,Medium
2882,Product_1882,Toys,392,85,Low
2883,Product_1883,Electronics,1973,53,Medium
2884,Product_1884,Clothing,1031,292,Medium
2885,Product_1885,Household,347,87,Low
2886,Product_1886,Toys,1661,158,Medium
2887,Product_1887,Appliances,2564,97,Full
2888,Product_1888,Appliances,182,111,Low
2889,Product_1889,Toys,3933,279,Full
2890,Product_1890,Clothing,2402,34,Full
2891,Product_1891,Toys,174,59,Low
2892,Product_1892,Toys,3535,261,Full
2893,Product_1893,Electronics,1723,170,Medium
2894,Product_1894,Appliances,4955,178,Full
2895,Product_1895,Clothing,1561,231,Medium
2896,Product_1896,Household,1324,157,Medium
2897,Product_1897,Household,674,147,Medium
2898,Product_1898,Electronics,3936,57,Full
2899,Product_1899,Clothing,3059,68,Full
2900,Product_1900,Clothing,2109,290,Full
2901,Product_1901,Household,2350,145,Full
2902,Product_1902,Toys,21,288,Low
2903,Product_1903,Household,939,82,Medium
2904,Product_1904,Electronics,986,271,Medium
2905,Product_1905,Appliances,436,274,Low
2906,Product_1906,Clothing,1396,55,Medium
2907,Product_1907,Appliances,4600,185,Full
2908,Product_1908,Appliances,3959,223,Full
2909,Product_1909,Electronics,4062,53,Full
2910,Product_1910,Household,2580,136,Full
2911,Product_1911,Household,3322,284,Full
2912,Product_1912,Appliances,715,211,Medium
2913,Product_1913,Household,1371,82,Medium
2914,Product_1914,Household,698,60,Medium
2915,Product_1915,Household,2546,39,Full
2916,Product_1916,Electronics,4418,298,Full
2917,Product_1917,Clothing,43,75,Low
2918,Product_1918,Toys,4146,28,Full
2919,Product_1919,Electronics,2279,206,Full
2920,Product_1920,Toys,1153,87,Medium
2921,Product_1921,Toys,1284,275,Medium
2922,Product_1922,Appliances,1022,156,Medium
2923,Product_1923,Toys,3429,33,Full
2924,Product_1924,Electronics,476,203,Low
2925,Product_1925,Appliances,1352,12,Medium
2926,Product_1926,Appliances,2611,271,Full
2927,Product_1927,Household,435,222,Low
2928,Product_1928,Clothing,3369,172,Full
2929,Product_1929,Toys,2996,270,Full
2930,Product_1930,Appliances,1032,192,Medium
2931,Product_1931,Electronics,3528,194,Full
2932,Product_1932,Electronics,3665,66,Full
2933,Product_1933,Appliances,1812,39,Medium
2934,Product_1934,Electronics,4962,123,Full
2935,Product_1935,Electronics,3119,21,Full
2936,Product_1936,Electronics,2140,76,Full
2937,Product_1937,Electronics,1596,94,Medium
2938,Product_1938,Household,1090,227,Medium
2939,Product_1939,Toys,939,196,Medium
2940,Product_1940,Appliances,3668,100,Full
2941,Product_1941,Appliances,4460,209,Full
2942,Product_1942,Appliances,3534,219,Full
2943,Product_1943,Appliances,2792,246,Full
2944,Product_1944,Appliances,4889,51,Full
2945,Product_1945,Electronics,3033,102,Full
2946,Product_1946,Clothing,3767,247,Full
2947,Product_1947,Household,2242,76,Full
2948,Product_1948,Appliances,1892,204,Medium
2949,Product_1949,Electronics,2973,226,Full
2950,Product_1950,Household,370,290,Low
2951,Product_1951,Electronics,4730,258,Full
2952,Product_1952,Electronics,3314,127,Full
2953,Product_1953,Toys,3233,202,Full
2954,Product_1954,Household,3239,170,Full
2955,Product_1955,Household,3683,27,Full
2956,Product_1956,Clothing,596,254,Medium
2957,Product_1957,Electronics,3211,282,Full
2958,Product_1958,Household,2693,62,Full
2959,Product_1959,Household,4926,108,Full
2960,Product_1960,Toys,462,194,Low
2961,Product_1961,Appliances,779,268,Medium
2962,Product_1962,Appliances,2672,178,Full
2963,Product_1963,Appliances,1074,52,Medium
2964,Product_1964,Toys,1148,256,Medium
2965,Product_1965,Appliances,631,79,Medium
2966,Product_1966,Household,3964,249,Full
2967,Product_1967,Appliances,3712,219,Full
2968,Product_1968,Clothing,1979,77,Medium
2969,Product_1969,Toys,3054,252,Full
2970,Product_1970,Appliances,4331,196,Full
2971,Product_1971,Clothing,3475,42,Full
2972,Product_1972,Toys,4035,153,Full
2973,Product_1973,Toys,3682,87,Full
2974,Product_1974,Household,3378,153,Full
2975,Product_1975,Household,4456,242,Full
2976,Product_1976,Household,1311,161,Medium
2977,Product_1977,Clothing,2707,289,Full
2978,Product_1978,Appliances,4070,58,Full
2979,Product_1979,Clothing,46,239,Low
2980,Product_1980,Household,3830,41,Full
2981,Product_1981,Household,2556,104,Full
2982,Product_1982,Electronics,3468,145,Full
2983,Product_1983,Appliances,4789,172,Full
2984,Product_1984,Electronics,2018,73,Full
2985,Product_1985,Appliances,2557,200,Full
2986,Product_1986,Household,3390,192,Full
2987,Product_1987,Electronics,3129,259,Full
2988,Product_1988,Appliances,4134,214,Full
2989,Product_1989,Electronics,3161,161,Full
2990,Product_1990,Toys,3480,270,Full
2991,Product_1991,Appliances,2318,244,Full
2992,Product_1992,Clothing,4433,127,Full
